brand_id,brand_name,canonical_candidate,official_domain,vertical_l1,vertical_l2,domain_entity_type,strong_evidence,clean_score,source_name_invalid,kb_matched,canonical_confirmed,site_consensus_count,reasons
brand_parenting-pl_e91efde4,Parenting,Parenting,parenting.pl,baby_parenting,baby_products,commercial,false,0.8855,true,false,false,0,polluted_source_name|brand_name_noise
brand_iciba-com_d4604774,Iciba,Iciba,iciba.com,beauty_personal_care,cosmetics,commercial,false,0.91,true,false,false,0,polluted_source_name|brand_name_noise
brand_koolearn-com_7fcc0467,Koolearn,Koolearn,koolearn.com,consumer_electronics,smartphone,commercial,false,0.904,true,false,false,0,polluted_source_name|brand_name_noise
brand_digitalspy-com_b9ee23ee,Digitalspy,Digitalspy,digitalspy.com,finance,digital_banking,commercial,false,0.788,true,false,false,0,polluted_source_name|brand_name_noise
brand_skincare-com_d52ff697,Skincare,Skincare,skincare.com,beauty_personal_care,skincare,commercial,false,0.8855,true,false,false,0,polluted_source_name|brand_name_noise
brand_163-com_6bbfbb26,163,163,163.com,consumer_electronics,smartphone,commercial,false,0.903,false,false,false,0,numeric_brand_name
brand_vogue-in_b2f21538,Vogue,Vogue,vogue.in,fashion,apparel,commercial,false,0.888,true,false,false,0,polluted_source_name|brand_name_noise
brand_gov-au_f37ac88f,Gov,Gov,gov.au,food_beverage,snacks,institution,false,0.8797,false,false,false,0,domain_type_blocked:institution|generic_brand_name
brand_forbes-com_67d19e48,Forbes,Forbes,forbes.com,home_improvement,home_decor,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_weforum-org_b1fbdbe4,Weforum,Weforum,weforum.org,saas,productivity,commercial,false,0.748,false,false,false,0,brand_name_noise|low_cleaning_score
brand_forumsport-com_47dd4f9a,Forumsport,Forumsport,forumsport.com,sports_outdoor,fitness,commercial,false,0.7505,false,false,false,0,brand_name_noise|low_cleaning_score
brand_gov-in_6ca8b982,Gov,Gov,gov.in,travel_hospitality,hotel_booking,institution,false,0.878,false,false,false,0,domain_type_blocked:institution|generic_brand_name
brand_collinsdictionary-com_7eefb769,Collinsdictionary,Collinsdictionary,collinsdictionary.com,consumer_electronics,smartphone,commercial,false,0.899,false,false,false,0,brand_name_noise
brand_nytimes-com_87a10fe6,Nytimes,Nytimes,nytimes.com,developer_tools,dev_platform,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_fashionforum-dk_845edf01,Fashionforum,Fashionforum,fashionforum.dk,fashion,apparel,commercial,false,0.7405,true,false,false,0,polluted_source_name|brand_name_noise|low_cleaning_score
brand_food-forum-pl_977c2d3f,Food Forum,Food Forum,food-forum.pl,food_beverage,snacks,commercial,false,0.738,true,false,false,0,polluted_source_name|brand_name_noise|low_cleaning_score
brand_cnn-com_c917ab8c,Cnn,Cnn,cnn.com,developer_tools,dev_platform,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_washingtonpost-com_8bae4eaf,Washingtonpost,Washingtonpost,washingtonpost.com,home_improvement,home_decor,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_macromedia-com_87462a61,Macromedia,Macromedia,macromedia.com,sports_outdoor,fitness,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_wordpress-org_28e723ea,Wordpress,Wordpress,wordpress.org,beauty_personal_care,cosmetics,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_wikimedia-org_b24d201e,Wikimedia,Wikimedia,wikimedia.org,saas,productivity,publisher,false,0.722,false,false,false,0,publisher_not_allowed|brand_name_noise|low_cleaning_score
brand_dailymail-co-uk_3d72f2bd,Dailymail,Dailymail,dailymail.co.uk,art_culture,craft,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_techcrunch-com_1ddcc72c,Techcrunch,Techcrunch,techcrunch.com,b2b_services,business_service,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_gov-cn_46e02606,Gov,Gov,gov.cn,beauty_personal_care,skincare,institution,false,0.822,false,false,false,0,domain_type_blocked:institution|generic_brand_name
brand_usatoday-com_61a5c329,Usatoday,Usatoday,usatoday.com,home_appliance,kitchen_appliance,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_gov-uk_ab2753f9,Gov,Gov,gov.uk,sports_outdoor,fitness,institution,false,0.822,false,false,false,0,domain_type_blocked:institution|generic_brand_name
brand_dailymotion-com_c835f1e4,Dailymotion,Dailymotion,dailymotion.com,b2b_services,business_service,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_latimes-com_70201b6f,Latimes,Latimes,latimes.com,pet,pet_supplies,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_npr-org_ce85eb1d,Npr,Npr,npr.org,saas,productivity,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_theguardian-com_d96080e4,Theguardian,Theguardian,theguardian.com,beauty_personal_care,cosmetics,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_chinesewords-org_400c2624,Chinesewords,Chinesewords,chinesewords.org,consumer_electronics,smartphone,commercial,false,0.889,true,false,false,0,polluted_source_name|brand_name_noise
brand_huffingtonpost-com_4c388e5f,Huffingtonpost,Huffingtonpost,huffingtonpost.com,pet,pet_supplies,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_cbsnews-com_7c7134dd,Cbsnews,Cbsnews,cbsnews.com,travel_hospitality,hotel_booking,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_reuters-com_56d76a66,Reuters,Reuters,reuters.com,beauty_personal_care,cosmetics,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_hujiang-com_f0c568f4,Hujiang,Hujiang,hujiang.com,consumer_electronics,smartphone,commercial,false,0.884,true,false,false,0,polluted_source_name|brand_name_noise
brand_wsj-com_637d35cd,Wsj,Wsj,wsj.com,beauty_personal_care,cosmetics,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_apnews-com_3c04c358,Apnews,Apnews,apnews.com,health_wellness,healthcare,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_cnbc-com_1b35a362,Cnbc,Cnbc,cnbc.com,beauty_personal_care,skincare,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_example-com_b0f58cbc,Example,Example,example.com,fashion,footwear,generic-bucket,false,0.822,false,false,false,0,domain_type_blocked:generic-bucket
brand_huffpost-com_09bc361e,Huffpost,Huffpost,huffpost.com,health_wellness,healthcare,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_nbcnews-com_b4544061,Nbcnews,Nbcnews,nbcnews.com,saas,productivity,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_livejournal-com_ed6b7aeb,Livejournal,Livejournal,livejournal.com,sports_outdoor,fitness,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_foxnews-com_6c5f40b7,Foxnews,Foxnews,foxnews.com,art_culture,craft,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_tomsguide-com_18f85870,Tomsguide,Tomsguide,tomsguide.com,consumer_electronics,smartphone,commercial,false,0.733,false,false,false,0,brand_name_noise|low_cleaning_score
brand_nypost-com_b840df47,Nypost,Nypost,nypost.com,mobility,automotive,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_wired-com_80188864,Wired,Wired,wired.com,fashion,footwear,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_postgresql-org_4cf75589,Postgresql,Postgresql,postgresql.org,health_wellness,healthcare,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_globenewswire-com_791b6115,Globenewswire,Globenewswire,globenewswire.com,local_services,food_delivery,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_threads-net_3fc9b3ad,Threads,Threads,threads.net,finance,digital_banking,commercial,false,0.687,true,false,false,0,polluted_source_name|brand_name_noise|low_cleaning_score
brand_pages-dev_d88b4ac8,Pages,Pages,pages.dev,baby_parenting,baby_products,infra-hosting,false,0.822,false,false,false,0,domain_type_blocked:infra-hosting
brand_euronews-com_1ff6e6b4,Euronews,Euronews,euronews.com,home_improvement,home_decor,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_aliexpress-com_03dd6197,Aliexpress,Aliexpress,aliexpress.com,saas,productivity,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_generatepress-com_8c5d6b87,Generatepress,Generatepress,generatepress.com,mobility,automotive,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_vercel-app_b797a7b0,Vercel,Vercel,vercel.app,developer_tools,dev_platform,infra-hosting,false,0.822,false,false,false,0,domain_type_blocked:infra-hosting
brand_prnewswire-com_64455bc9,Prnewswire,Prnewswire,prnewswire.com,fashion,footwear,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_aljazeera-com_6afd1fac,Aljazeera,Aljazeera,aljazeera.com,sports_outdoor,fitness,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_bloomberg-com_d796fc78,Bloomberg,Bloomberg,bloomberg.com,consumer_electronics,laptop,commercial,false,0.722,false,false,false,0,low_cleaning_score
brand_indiatimes-com_fa3b1d14,Indiatimes,Indiatimes,indiatimes.com,fashion,apparel,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_newscientist-com_a939bf42,Newscientist,Newscientist,newscientist.com,local_services,food_delivery,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_mediafire-com_ab7b9434,Mediafire,Mediafire,mediafire.com,art_culture,craft,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_technologyreview-com_411adb33,Technologyreview,Technologyreview,technologyreview.com,food_beverage,snacks,commercial,false,0.687,false,false,false,0,low_cleaning_score
brand_chinadaily-com-cn_d6c16cd5,Chinadaily,Chinadaily,chinadaily.com.cn,sports_outdoor,fitness,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_usnews-com_34eab190,Usnews,Usnews,usnews.com,beauty_personal_care,cosmetics,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_newsweek-com_cec3a908,Newsweek,Newsweek,newsweek.com,beauty_personal_care,skincare,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_wikihow-com_1d330ce1,Wikihow,Wikihow,wikihow.com,beauty_personal_care,cosmetics,commercial,false,0.822,false,false,false,0,brand_name_noise
brand_medicalnewstoday-com_81267863,Medicalnewstoday,Medicalnewstoday,medicalnewstoday.com,gaming_entertainment,gaming,publisher,false,0.722,false,false,false,0,publisher_not_allowed|low_cleaning_score
brand_threads-com_3458a57c,Threads,Threads,threads.com,home_improvement,home_decor,commercial,false,0.687,true,false,false,0,polluted_source_name|brand_name_noise|low_cleaning_score
